,salary_id,employer_name,location_name,location_country,location_latitude,location_longitude,job_title,job_title_category,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus
770,3201,intel,ireland,14,53.0,-8.0,376,6,20.0,4.0,0.007782101167315175,21800.483568075117,8066.263736263736
771,3202,ibm,"raleigh, nc",1,35.82,-78.65,377,1,15.0,10.0,0.014202334630350194,0.0,5000.0
772,3204,unionized tech nonprofit,"boston, ma",1,42.35,-71.06,225,6,10.0,1.0,0.005817120622568094,0.0,0.0
773,3206,the charlton group,"boston, ma",1,42.35,-71.06,376,6,14.0,9.0,0.008268482490272374,0.0,3.0
774,3209,fortune-500,"ottawa, canada",2,60.0,-95.0,364,2,25.0,5.0,0.0122568093385214,10000.0,3000.0
775,3223,startup,"sydney, australia",20,-27.0,133.0,212,2,8.0,2.0,0.01264591439688716,0.0,0.0
776,3225,startup,"san francisco, ca",1,37.77,-122.41,3,2,2.0,2.0,0.01264591439688716,21800.483568075117,8066.263736263736
777,3226,engineering comp,"bangalore,india",15,20.0,77.0,378,2,5.0,3.0,0.0031128404669260703,0.0,0.0
778,3227,amazon,"seattle, wa",1,47.61,-122.33,69,2,3.0,0.0,0.010700389105058366,22000.0,0.0
779,3228,microsoft,"redmond, wa",1,47.68,-122.12,45,3,2.0,1.0,0.008754863813229572,5000.0,0.0
780,3242,d2l,"kitchener, on",2,60.0,-95.0,13,2,2.0,2.0,0.006809338521400778,0.0,3.0
781,3243,tendril,"boulder, co",1,40.02,-105.25,3,2,3.0,1.5,0.010700389105058366,2500.0,11000.0
782,3244,usc,los angeles ca,1,38.0,-97.0,379,3,11.0,1.0,0.005350194552529183,0.0,0.0
783,3252,up next,"poland, warsaw",8,52.0,20.0,219,3,6.0,1.0,0.0011673151750972762,21800.483568075117,8066.263736263736
784,3255,accenture,"pune, india",15,20.0,77.0,3,2,3.0,1.0,0.055933852140077824,50000.0,80000.0
785,3265,small mobile product shop,"atlanta, ga",1,33.64,-84.39,2,2,12.0,5.0,0.012840466926070038,21800.483568075117,10000.0
786,3270,startup,"cambridge, ma",1,42.35,-71.06,84,4,3.0,1.0,0.006809338521400778,21800.483568075117,8066.263736263736
787,3276,homenet automotive,"exton, pa",1,40.03,-75.63,260,2,2.0,1.0,0.005836575875486381,0.0,10.0
788,3278,comcast,"philadelphia, pa",1,39.95,-75.16,3,2,6.0,2.5,0.010797665369649805,5000.0,8.0
789,3287,mainz brady group - contractor at nike,"beaverton, or",1,45.49,-122.8,119,4,2.0,1.0,4.863813229571985e-06,21800.483568075117,8066.263736263736
790,3289,sparkfun electronics,"boulder, co",1,40.02,-105.25,380,2,1.0,0.5,0.005885214007782101,0.0,800.0
791,3294,of maryland,"college park, md",1,38.99,-76.93,381,7,5.0,1.0,0.007295719844357977,21800.483568075117,8066.263736263736
